Date,Amount,Category,Merchant_Name,Payment_Mode
10-08-2024,269.78,Entertainment,Steam,UPI
2024/07/27,218.38,Food,Dominos,UPI
27-08-2024,95.06,food,Local_Dhaba,UPI
2024/11/27,467.05,Education,Xerox_Shop,UPI
27-08-2024,541.85,Education,College_Fee,UPI
03-11-2024,527.68,Education,Udemy,UPI
28-06-2024,103.11,Transport,Uber,Card
20-08-2024,117.67,Food,Subway,Cash
2024/07/17,197.12,Food,Dominos,Cash
20-06-2024,158.1,Transport,Ola,UPI
26-11-2024,106.16,Transport,Uber,UPI
10-11-2024,64.77,Transport,BMTC_Pass,Cash
06-08-2024,418.26,Education,Coursera,UPI
03-09-2024,277.27,Education,Xerox_Shop,UPI
20-10-2024,657.6,,Coursera,Card
25-08-2024,91.64,Food,CCD,UPI
06-11-2024,307.36,Entertainment,Spotify,Card
17-09-2024,622.03,Education,College_Fee,UPI
09-06-2024,197.18,Transport,Namma_Metro,UPI
24-08-2024,217.74,Food,Subway,UPI
02-06-2024,703.35,Education,Xerox_Shop,Cash
11-11-2024,294.98,Entertainment,Steam,UPI
02-08-2024,133.58,Transport,Rapido,Cash
25-07-2024,172.72,food,Mess_Canteen,Cash
07-06-2024,266.51,Education,College_Fee,UPI
01-09-2024,351.42,Education,Books_Store,UPI
04-07-2024,272.53,Entertainment,Steam,Card
14-09-2024,95.23,Transport,Ola,UPI
20-10-2024,654.65,Education,Udemy,UPI
09-10-2024,756.61,Utilities,Laundry,UPI
26-11-2024,233.19,Education,Books_Store,UPI
24-10-2024,766.43,Utilities,EB_Bill,Card
26-11-2024,126.88,Transport,Ola,Card
25-09-2024,961.84,Utilities,Airtel,UPI
2024/11/17,685.74,Education,College_Fee,UPI
27-08-2024,5493.099999999999,Education,College_Fee,Card
19-07-2024,357.49,Entertainment,PVR_Cinemas,UPI
2024/11/16,199.94,Food,Local_Dhaba,Cash
27-10-2024,89.1,Transport,Namma_Metro,Cash
14-11-2024,699.01,Utilities,Laundry,UPI
24-11-2024,406.96,Entertainment,Steam,Cash
29-07-2024,86.31,Food,CCD,UPI
16-10-2024,497.54,Education,Coursera,UPI
18-11-2024,686.58,Utilities,Jio_Recharge,Cash
12-08-2024,411.4,Entertainment,BookMyShow,Cash
09-07-2024,500.06,Utilities,Jio_Recharge,UPI
16-09-2024,695.36,Utilities,Jio_Recharge,UPI
24-08-2024,140.71,Food,Dominos,Card
20-06-2024,218.88,Food,Dominos,Card
10-11-2024,571.46,Utilities,Jio_Recharge,UPI
22-08-2024,169.68,Transport,BMTC_Pass,UPI
17-10-2024,335.97,Entertainment,BookMyShow,Cash
2024/06/14,441.0,Education,Xerox_Shop,Card
17-10-2024,755.84,Utilities,Laundry,UPI
29-10-2024,155.4,Food,Subway,Card
03-07-2024,242.77,Food,Swiggy,UPI
2024/06/26,120.45,Transport,Rapido,UPI
09-06-2024,433.07,Education,Coursera,UPI
29-09-2024,537.41,Education,Books_Store,UPI
26-10-2024,505.7,Education,Udemy,Card
21-11-2024,434.17,,BookMyShow,Cash
20-10-2024,39.34,Entertainment,PVR_Cinemas,UPI
17-11-2024,76.94,Transport,Namma_Metro,Cash
08-10-2024,507.98,Utilities,Jio_Recharge,Cash
10-07-2024,86.9,Transport,BMTC_Pass,UPI
10-11-2024,239.66,Food,Subway,Card
03-06-2024,128.43,Transport,Namma_Metro,UPI
14-10-2024,185.18,,Mess_Canteen,UPI
20-07-2024,252.22,Entertainment,PVR_Cinemas,UPI
07-08-2024,175.24,Food,Subway,Cash
03-06-2024,672.31,Utilities,Airtel,Cash
04-09-2024,655.77,Utilities,Jio_Recharge,UPI
18-06-2024,84.78,Transport,BMTC_Pass,UPI
09-08-2024,550.91,Utilities,Laundry,Cash
03-07-2024,131.74,Transport,Rapido,UPI
29-06-2024,144.7,Transport,Namma_Metro,Cash
01-08-2024,97.0,Transport,Namma_Metro,UPI
16-10-2024,339.32,Entertainment,BookMyShow,UPI
26-06-2024,399.78,Entertainment,Netflix,UPI
16-08-2024,118.27,Food,Subway,UPI
21-11-2024,119.71,,Ola,UPI
26-11-2024,42.48,Transport,BMTC_Pass,UPI
18-06-2024,96.54,Transport,Uber,UPI
22-06-2024,240.27,Food,Zomato,Cash
16-08-2024,400.1,Utilities,Jio_Recharge,UPI
2024/06/14,973.81,Utilities,PG_Rent,Cash
20-07-2024,859.43,Utilities,EB_Bill,UPI
29-07-2024,506.84,Education,College_Fee,Cash
13-07-2024,655.31,,Airtel,UPI
30-06-2024,214.21,Food,CCD,UPI
17-11-2024,365.24,Education,Books_Store,Card
10-10-2024,96.19,Food,Dominos,UPI
25-09-2024,620.56,Utilities,PG_Rent,Cash
21-07-2024,306.08,Entertainment,Steam,Card
18-10-2024,410.09,Education,Coursera,Card
26-07-2024,162.72,Food,Subway,UPI
05-10-2024,207.83,Transport,Uber,Card
01-08-2024,268.64,Utilities,Airtel,UPI
11-11-2024,344.7,Entertainment,Spotify,UPI
23-10-2024,118.3,Food,Subway,Card
17-10-2024,194.71,Transport,Rapido,Cash
31-10-2024,188.74,Transport,Ola,UPI
17-08-2024,525.4,Education,Xerox_Shop,UPI
26-11-2024,423.5,Education,College_Fee,UPI
11-07-2024,179.54,Food,Local_Dhaba,Card
27-11-2024,125.5,Food,Local_Dhaba,UPI
28-10-2024,139.89,Food,Zomato,Cash
12-09-2024,893.83,Utilities,Jio_Recharge,UPI
15-07-2024,175.97,Food,Subway,UPI
03-09-2024,149.59,Transport,Rapido,Card
25-07-2024,438.79,Education,College_Fee,Card
30-07-2024,390.36,Education,Udemy,UPI
06-06-2024,647.4,Education,Xerox_Shop,UPI
02-07-2024,218.61,,Spotify,Cash
08-10-2024,131.57,transport,BMTC_Pass,Card
2024/07/29,303.65,Entertainment,Steam,UPI
2024/08/03,339.6,Entertainment,Spotify,Cash
06-11-2024,745.87,Education,Udemy,UPI
02-09-2024,545.56,Utilities,PG_Rent,Cash
11-08-2024,185.92,Food,Mess_Canteen,Cash
24-09-2024,115.22,Food,CCD,Card
20-10-2024,4292.099999999999,Education,Books_Store,UPI
30-09-2024,243.77,Entertainment,BookMyShow,Card
17-06-2024,83.05,Transport,Uber,Cash
24-08-2024,225.86,Food,Zomato,Card
12-11-2024,163.19,Food,CCD,UPI
25-06-2024,109.16,Transport,Uber,UPI
30-07-2024,164.14,Food,CCD,UPI
20-09-2024,361.34,Entertainment,Spotify,UPI
11-07-2024,349.1,Education,Books_Store,UPI
24-11-2024,125.99,Transport,Ola,UPI
2024/10/23,117.34,,Subway,UPI
20-10-2024,583.85,Utilities,Laundry,UPI
23-10-2024,477.95,Education,Udemy,UPI
15-08-2024,204.59,Food,Subway,Card
25-08-2024,305.53,Food,CCD,UPI
06-09-2024,96.78,Transport,Rapido,UPI
26-09-2024,394.78,Entertainment,Spotify,Cash
07-11-2024,179.96,Transport,BMTC_Pass,Cash
21-10-2024,122.4,Food,Mess_Canteen,Cash
25-09-2024,162.09,Food,Dominos,UPI
31-08-2024,208.99,Food,Subway,UPI
08-11-2024,568.51,Utilities,Jio_Recharge,Card
19-08-2024,490.09,Education,College_Fee,UPI
12-06-2024,257.97,Education,Xerox_Shop,Card
07-08-2024,124.79,Food,Subway,UPI
23-06-2024,143.43,Entertainment,BookMyShow,UPI
09-07-2024,96.75,Food,CCD,UPI
13-06-2024,49.21,Transport,BMTC_Pass,UPI
03-10-2024,172.02,Food,Dominos,UPI
20-06-2024,1551.1000000000001,Food,Subway,Cash
27-07-2024,81.2,Transport,BMTC_Pass,UPI
27-09-2024,181.07,Transport,Namma_Metro,UPI
24-06-2024,615.63,Education,Books_Store,UPI
22-11-2024,135.51,Food,Subway,Cash
09-07-2024,653.39,,Xerox_Shop,UPI
27-07-2024,158.0,Food,Dominos,UPI
02-06-2024,346.65,Utilities,Laundry,Card
09-10-2024,178.8,Transport,Ola,Cash
2024/11/27,355.28,Entertainment,Steam,UPI
26-10-2024,124.39,transport,Rapido,Card
15-11-2024,262.11,Entertainment,BookMyShow,UPI
10-07-2024,118.58,Transport,Rapido,Card
13-11-2024,167.81,Transport,BMTC_Pass,UPI
17-10-2024,194.71,Transport,Rapido,Cash
2024/09/03,183.39,Food,Subway,UPI
19-09-2024,87.9,Food,Zomato,Cash
27-08-2024,109.86,Transport,BMTC_Pass,Card
30-10-2024,566.69,Education,College_Fee,Cash
2024/09/25,1836.3,Food,CCD,Cash
07-08-2024,442.39,Utilities,Jio_Recharge,Cash
04-06-2024,705.9,Utilities,Laundry,UPI
22-09-2024,677.86,Education,Xerox_Shop,UPI
12-10-2024,231.88,Food,Swiggy,UPI
23-10-2024,169.67,Entertainment,PVR_Cinemas,Cash
02-11-2024,236.53,Food,Mess_Canteen,UPI
15-06-2024,586.89,Utilities,PG_Rent,UPI
02-08-2024,471.97,,Xerox_Shop,Cash
12-07-2024,114.32,Food,Dominos,UPI
07-11-2024,307.04,Utilities,Jio_Recharge,Cash
15-09-2024,257.01,,BookMyShow,UPI
19-10-2024,115.47,Transport,Rapido,UPI
11-07-2024,166.83,Food,Zomato,UPI
20-09-2024,129.35,Food,Local_Dhaba,UPI
24-07-2024,91.3,Food,CCD,Card
16-10-2024,722.03,Utilities,EB_Bill,UPI
2024/06/10,496.35,Utilities,PG_Rent,UPI
10-07-2024,330.7,Entertainment,Spotify,Cash
11-11-2024,386.94,Education,Xerox_Shop,UPI
18-08-2024,201.79,Food,Local_Dhaba,Cash
27-11-2024,312.75,Entertainment,Steam,Cash
17-10-2024,465.36,Education,Udemy,UPI
11-11-2024,122.43,Transport,BMTC_Pass,UPI
21-06-2024,178.92,Food,Zomato,Card
23-11-2024,287.25,Education,Xerox_Shop,Cash
13-07-2024,392.24,Education,College_Fee,Cash
16-10-2024,721.99,Education,Xerox_Shop,UPI
02-10-2024,196.99,Food,Subway,UPI
19-09-2024,540.74,Education,Books_Store,Cash
03-09-2024,182.29,Food,CCD,UPI
12-10-2024,121.07,Transport,Uber,Card
01-06-2024,460.3,Education,College_Fee,Cash
04-08-2024,139.4,transport,BMTC_Pass,UPI
31-07-2024,1068.3,Utilities,Airtel,UPI
17-06-2024,815.38,Utilities,Airtel,Card
28-08-2024,180.21,Transport,Uber,UPI
14-11-2024,286.29,Education,College_Fee,UPI
28-06-2024,70.76,Food,Subway,UPI
20-10-2024,248.08,Entertainment,Steam,Card
27-08-2024,600.94,Utilities,Airtel,Card
15-11-2024,86.8,Transport,Ola,UPI
19-07-2024,105.07,Food,Subway,UPI
25-09-2024,108.57,Food,Mess_Canteen,UPI
01-07-2024,143.38,Food,Subway,UPI
16-10-2024,658.34,Utilities,PG_Rent,Card
06-09-2024,30.02,Transport,BMTC_Pass,Cash
10-07-2024,188.91,Transport,Namma_Metro,UPI
01-11-2024,63.47,Transport,Rapido,Cash
22-09-2024,95.06,Transport,BMTC_Pass,UPI
25-07-2024,234.88,Food,CCD,UPI
2024/06/24,118.41,Food,Dominos,UPI
11-08-2024,327.7,Entertainment,Steam,UPI
02-08-2024,129.33,Food,Local_Dhaba,UPI
11-11-2024,275.64,Utilities,Airtel,UPI
2024/11/16,137.17,Transport,Uber,Cash
19-10-2024,114.4,Transport,Uber,Cash
30-08-2024,409.34,Utilities,Jio_Recharge,Cash
17-09-2024,140.06,Food,Local_Dhaba,UPI
29-09-2024,759.06,Utilities,Airtel,Card
08-10-2024,109.14,Food,Local_Dhaba,Cash
05-09-2024,283.99,Education,College_Fee,Cash
29-09-2024,375.66,Entertainment,Steam,UPI
08-06-2024,121.87,Transport,Namma_Metro,UPI
19-11-2024,243.7,Entertainment,BookMyShow,UPI
16-07-2024,193.35,Food,Dominos,Cash
22-09-2024,421.09,Entertainment,Spotify,UPI
08-06-2024,276.42,Food,CCD,Card
20-09-2024,87.06,Food,CCD,Card
31-08-2024,403.38,Utilities,Jio_Recharge,Card
19-07-2024,159.91,Entertainment,PVR_Cinemas,UPI
11-06-2024,671.86,Utilities,PG_Rent,Cash
06-06-2024,180.88,Food,Dominos,UPI
2024/07/27,178.18,Food,Mess_Canteen,UPI
10-08-2024,90.59,Transport,Ola,UPI
2024/09/20,463.95,Education,College_Fee,UPI
18-10-2024,462.38,Education,Xerox_Shop,UPI
11-09-2024,113.9,Food,Local_Dhaba,Cash
2024/09/18,359.64,Utilities,Airtel,UPI
18-06-2024,386.55,Education,Udemy,UPI
10-08-2024,184.04,Food,Swiggy,Cash
06-09-2024,134.58,Food,Subway,UPI
13-11-2024,115.99,Food,Local_Dhaba,Card
19-06-2024,126.68,Food,Local_Dhaba,Cash
13-08-2024,709.87,Utilities,EB_Bill,Cash
2024/09/10,111.91,Transport,BMTC_Pass,Cash
06-09-2024,147.44,Food,Zomato,UPI
12-07-2024,576.99,Education,Udemy,Cash
18-09-2024,105.47,Food,Zomato,Card
2024/07/10,170.7,Food,Mess_Canteen,Card
06-09-2024,258.88,Education,Coursera,Cash
13-09-2024,127.81,Food,Zomato,UPI
14-09-2024,232.97,Food,Mess_Canteen,Cash
24-08-2024,368.3,Entertainment,Steam,UPI
18-10-2024,127.5,Transport,Rapido,UPI
12-08-2024,353.16,Entertainment,PVR_Cinemas,UPI
18-06-2024,142.62,,Namma_Metro,UPI
05-11-2024,229.36,Entertainment,Netflix,UPI
30-08-2024,126.47,Food,Local_Dhaba,Cash
16-07-2024,206.65,Entertainment,Steam,UPI
04-07-2024,496.25,Education,Books_Store,UPI
31-08-2024,140.02,Transport,Uber,Card
13-11-2024,164.52,Food,CCD,Cash
2024/08/26,114.81,Transport,BMTC_Pass,Cash
15-10-2024,126.23,Transport,Rapido,UPI
22-09-2024,76.45,Transport,Uber,UPI
11-08-2024,533.67,Education,Udemy,UPI
07-08-2024,404.27,Entertainment,Spotify,UPI
30-09-2024,352.97,Entertainment,Netflix,UPI
31-07-2024,166.93,Entertainment,Netflix,Card
2024/09/07,286.89,Food,Dominos,UPI
30-07-2024,354.95,Education,Books_Store,Card
24-11-2024,184.79,Food,Local_Dhaba,UPI
22-07-2024,102.07,Food,Local_Dhaba,UPI
13-06-2024,114.63,Food,Zomato,Card
10-07-2024,126.48,Transport,BMTC_Pass,Card
10-08-2024,131.96,Transport,Rapido,UPI
08-08-2024,641.81,Utilities,Laundry,UPI
31-10-2024,267.66,Entertainment,Steam,UPI
19-08-2024,323.37,Food,Swiggy,UPI
18-06-2024,186.71,Food,Subway,UPI
08-07-2024,168.62,Food,Dominos,UPI
31-10-2024,171.22,Food,Local_Dhaba,Cash
02-11-2024,103.42,Transport,Ola,Card
02-07-2024,145.14,Transport,Namma_Metro,Card
24-06-2024,622.66,Education,Xerox_Shop,Card
04-06-2024,389.82,Entertainment,PVR_Cinemas,UPI
20-11-2024,122.73,Transport,Namma_Metro,UPI
14-07-2024,99.93,Transport,Ola,UPI
03-10-2024,123.48,Food,Mess_Canteen,Cash
12-08-2024,159.86,Food,Zomato,Card
16-06-2024,75.08,Transport,BMTC_Pass,Card
10-08-2024,230.9,Entertainment,PVR_Cinemas,UPI
2024/11/14,192.93,Food,Local_Dhaba,UPI
15-07-2024,294.53,Education,Udemy,UPI
12-06-2024,179.17,Food,Local_Dhaba,Cash
03-11-2024,153.09,Food,Subway,UPI
20-07-2024,198.33,Entertainment,Netflix,UPI
28-07-2024,799.47,Utilities,Airtel,Card
26-06-2024,166.27,Food,CCD,UPI
14-06-2024,165.64,Food,Local_Dhaba,UPI
06-07-2024,176.85,Transport,BMTC_Pass,Cash
2024/06/25,392.92,Entertainment,Netflix,Card
27-06-2024,732.92,Utilities,Jio_Recharge,Cash
25-09-2024,177.4,Transport,Namma_Metro,Card
24-11-2024,195.36,Food,Zomato,UPI
28-09-2024,739.43,Utilities,EB_Bill,Cash
23-07-2024,327.67,Entertainment,PVR_Cinemas,UPI
21-08-2024,78.32,Food,CCD,UPI
08-07-2024,316.29,Entertainment,Spotify,UPI
28-10-2024,213.13,Food,Mess_Canteen,UPI
2024/08/19,172.2,Food,Subway,UPI
31-07-2024,104.54,Transport,Namma_Metro,Card
17-09-2024,472.62,Utilities,PG_Rent,Card
02-08-2024,141.66,Food,Zomato,UPI
22-08-2024,163.04,Food,Subway,UPI
29-10-2024,466.2,Entertainment,Steam,UPI
2024/10/30,183.75,Transport,Ola,UPI
05-10-2024,353.19,Education,Coursera,Cash
16-06-2024,144.55,,Ola,UPI
18-10-2024,120.56,Entertainment,Steam,Cash
13-07-2024,706.76,Utilities,Laundry,Cash
01-06-2024,162.04,Transport,BMTC_Pass,UPI
11-09-2024,533.7,,Xerox_Shop,UPI
07-09-2024,202.47,Transport,BMTC_Pass,UPI
04-08-2024,519.64,Utilities,Jio_Recharge,Card
08-11-2024,661.69,Utilities,Laundry,UPI
19-06-2024,47.09,Transport,BMTC_Pass,UPI
13-07-2024,187.3,Food,Subway,UPI
2024/08/29,179.35,Food,Subway,Card
21-10-2024,593.76,Utilities,EB_Bill,UPI
2024/08/31,77.25,Transport,Rapido,UPI
21-06-2024,117.41,Transport,Rapido,Cash
29-07-2024,199.0,Food,Swiggy,UPI
07-11-2024,376.52,Entertainment,Steam,UPI
28-10-2024,903.11,Utilities,PG_Rent,Card
03-10-2024,149.12,Food,Subway,Card
26-07-2024,90.23,Food,Zomato,UPI
12-07-2024,137.79,,Rapido,UPI
22-09-2024,407.38,Utilities,Laundry,Card
16-09-2024,73.04,Food,Zomato,UPI
09-10-2024,451.84,Entertainment,Netflix,UPI
05-07-2024,72.47,Transport,Uber,UPI
01-08-2024,125.09,Food,CCD,Cash
02-08-2024,378.51,Entertainment,Spotify,UPI
11-07-2024,149.39,Food,Local_Dhaba,Cash
16-08-2024,277.92,Entertainment,Spotify,UPI
2024/08/26,85.64,Food,Subway,UPI
28-09-2024,199.07,Food,Dominos,Card
10-11-2024,119.78,Transport,Uber,UPI
16-09-2024,121.15,Transport,Uber,UPI
25-07-2024,301.25,Entertainment,Netflix,UPI
30-09-2024,111.76,Food,Dominos,Cash
31-10-2024,633.23,,Airtel,UPI
03-07-2024,625.35,Education,Coursera,UPI
06-09-2024,158.36,transport,Rapido,UPI
17-08-2024,409.4,Education,Udemy,UPI
07-08-2024,317.31,Utilities,PG_Rent,Cash
16-11-2024,515.21,Utilities,Laundry,UPI
08-07-2024,223.29,Food,Local_Dhaba,UPI
26-07-2024,633.62,Utilities,Jio_Recharge,Card
10-06-2024,21.82,Food,Dominos,Cash
30-06-2024,281.54,Food,Swiggy,UPI
03-09-2024,591.59,Education,Udemy,Card
19-06-2024,410.49,Entertainment,Spotify,Card
16-06-2024,374.72,Utilities,EB_Bill,Cash
08-08-2024,83.94,Transport,Rapido,Cash
30-10-2024,188.4,Food,CCD,UPI
21-08-2024,234.69,Food,Mess_Canteen,UPI
2024/09/25,127.24,Transport,Uber,UPI
10-08-2024,602.28,Education,Xerox_Shop,Cash
2024/09/08,679.97,Utilities,EB_Bill,Cash
04-11-2024,352.14,Entertainment,Spotify,Cash
16-10-2024,414.44,Entertainment,PVR_Cinemas,Cash
07-08-2024,176.98,Entertainment,BookMyShow,UPI
20-09-2024,128.08,Food,Swiggy,Cash
25-08-2024,279.44,Food,Dominos,Cash
28-06-2024,203.85,Food,Dominos,Cash
30-09-2024,270.77,Entertainment,Spotify,UPI
2024/10/27,337.16,Entertainment,BookMyShow,UPI
20-10-2024,135.91,Food,Subway,Card
05-06-2024,100.88,Transport,BMTC_Pass,Cash
08-06-2024,606.64,Education,Xerox_Shop,Card
11-06-2024,189.88,Education,Xerox_Shop,UPI
12-10-2024,690.17,Utilities,Jio_Recharge,UPI
16-10-2024,353.37,Education,College_Fee,Card
03-11-2024,3948.3999999999996,Entertainment,BookMyShow,UPI
05-10-2024,211.85,Food,Zomato,UPI
18-10-2024,335.56,Education,Xerox_Shop,Card
24-11-2024,138.5,Transport,Rapido,UPI
26-10-2024,137.91,Food,Mess_Canteen,UPI
2024/10/31,124.62,Food,Zomato,UPI
16-10-2024,202.34,Food,Dominos,UPI
16-07-2024,116.15,Transport,Namma_Metro,Card
21-11-2024,103.1,Transport,Uber,Cash
29-07-2024,200.7,Entertainment,Steam,UPI
2024/06/25,155.71,Transport,Rapido,UPI
24-08-2024,248.37,Entertainment,PVR_Cinemas,Cash
06-08-2024,348.5,Entertainment,Steam,UPI
27-07-2024,544.42,Education,Xerox_Shop,UPI
22-09-2024,198.53,Food,Dominos,UPI
03-06-2024,106.58,Food,Zomato,UPI
12-10-2024,250.04,Food,CCD,UPI
2024/08/29,746.75,Education,Books_Store,UPI
20-11-2024,671.56,Education,Coursera,Cash
13-06-2024,115.31,Transport,Ola,Cash
22-06-2024,628.46,Education,Xerox_Shop,Cash
15-07-2024,179.12,Food,CCD,UPI
06-09-2024,77.55,Entertainment,PVR_Cinemas,Card
20-09-2024,120.17,Food,Mess_Canteen,UPI
25-09-2024,184.22,Food,Swiggy,UPI
10-11-2024,261.54,Food,Mess_Canteen,UPI
06-11-2024,160.97,Food,Mess_Canteen,UPI
07-06-2024,283.36,Entertainment,Steam,UPI
08-10-2024,134.86,Transport,Uber,UPI
16-09-2024,254.38,Entertainment,Spotify,UPI
29-09-2024,427.52,Education,College_Fee,UPI
27-07-2024,325.18,Food,Zomato,UPI
21-09-2024,448.85,Utilities,Airtel,UPI
14-09-2024,500.95,Utilities,PG_Rent,UPI
21-07-2024,241.48,Food,Subway,UPI
19-10-2024,369.45,Entertainment,Netflix,UPI
12-08-2024,170.41,Food,Subway,UPI
29-10-2024,391.49,Utilities,Jio_Recharge,UPI
12-09-2024,203.51,Food,Local_Dhaba,Card
10-08-2024,281.54,Food,Subway,Cash
21-07-2024,209.53,Food,Dominos,UPI
2024/06/14,182.02,Food,Dominos,UPI
01-10-2024,132.02,Food,Mess_Canteen,Card
06-08-2024,571.56,Utilities,PG_Rent,Cash
24-08-2024,306.96,Entertainment,Spotify,Card
07-08-2024,485.47,Entertainment,Netflix,UPI
08-06-2024,392.62,Entertainment,BookMyShow,UPI
13-08-2024,103.72,Transport,Rapido,UPI
13-11-2024,103.9,Food,Local_Dhaba,Cash
10-07-2024,195.65,Food,Mess_Canteen,UPI
11-06-2024,147.5,Food,Mess_Canteen,UPI
2024/07/07,291.15,Entertainment,Steam,Cash
21-10-2024,166.0,Transport,Namma_Metro,UPI
14-07-2024,254.19,Food,Subway,Cash
06-09-2024,77.55,Entertainment,PVR_Cinemas,Card
2024/07/01,82.08,Transport,Namma_Metro,UPI
06-08-2024,467.98,Education,College_Fee,Cash
18-09-2024,228.97,Food,CCD,Cash
11-08-2024,286.66,Education,Coursera,Cash
2024/08/02,126.16,Food,Dominos,UPI
15-08-2024,345.65,Entertainment,PVR_Cinemas,UPI
17-11-2024,538.96,Education,Books_Store,UPI
15-06-2024,381.45,Utilities,PG_Rent,Card
11-09-2024,379.35,Entertainment,Steam,UPI
04-10-2024,296.53,Entertainment,Steam,Card
06-07-2024,352.77,,Coursera,Cash
2024/06/03,572.56,Utilities,EB_Bill,Cash
13-11-2024,462.92,Education,Coursera,Cash
22-07-2024,81.82,Food,Local_Dhaba,UPI
19-06-2024,923.58,Utilities,PG_Rent,UPI
22-08-2024,109.74,Food,Swiggy,UPI
03-11-2024,292.74,Entertainment,Netflix,Cash
28-06-2024,147.27,Transport,BMTC_Pass,Cash
04-11-2024,421.14,Education,Udemy,UPI
28-06-2024,623.31,,College_Fee,UPI
03-11-2024,454.47,Utilities,Jio_Recharge,UPI
24-09-2024,408.53,Education,College_Fee,UPI
12-06-2024,93.05,Transport,Ola,UPI
01-06-2024,732.67,Education,Xerox_Shop,UPI
14-10-2024,794.95,Utilities,EB_Bill,Card
14-06-2024,633.59,Utilities,PG_Rent,Cash
02-08-2024,785.73,Utilities,EB_Bill,UPI
24-06-2024,113.79,Transport,BMTC_Pass,Card
08-11-2024,91.95,Food,Mess_Canteen,UPI
17-07-2024,531.65,Education,Xerox_Shop,Cash
15-10-2024,522.01,Education,Books_Store,UPI
12-11-2024,182.51,Food,Local_Dhaba,UPI
08-10-2024,143.59,Food,Local_Dhaba,UPI
20-07-2024,115.39,Transport,BMTC_Pass,Cash
28-09-2024,142.98,Food,Zomato,UPI
03-06-2024,661.52,Utilities,PG_Rent,Cash
29-07-2024,158.4,Transport,BMTC_Pass,Card
30-09-2024,344.32,Entertainment,Steam,Cash
17-06-2024,800.91,Education,Coursera,UPI
2024/08/13,132.15,Transport,Uber,UPI
26-08-2024,267.51,Entertainment,Steam,UPI
17-06-2024,672.73,Utilities,PG_Rent,UPI
2024/07/04,676.89,Education,Books_Store,UPI
04-10-2024,176.88,Food,Mess_Canteen,UPI
20-06-2024,461.06,Education,College_Fee,UPI
2024/09/13,118.22,Transport,Uber,UPI
27-11-2024,349.38,Education,Xerox_Shop,UPI
30-10-2024,103.23,Transport,Uber,Cash
04-08-2024,199.23,Entertainment,Steam,Cash
16-07-2024,504.25,Education,College_Fee,UPI
08-08-2024,677.41,Utilities,Laundry,UPI
30-06-2024,344.01,Education,Books_Store,Card
06-10-2024,471.4,Education,Udemy,Cash
30-07-2024,563.36,Utilities,Laundry,UPI
26-06-2024,172.04,Entertainment,BookMyShow,Cash
25-10-2024,141.93,Transport,Ola,UPI
08-11-2024,941.42,Utilities,Airtel,Cash
18-07-2024,141.88,Transport,Namma_Metro,UPI
20-08-2024,152.16,Food,Zomato,Cash
